sl_no,ministry,sector,project_name,agency,project_id,legacy_ocms_code,pmgid,state,approval_date_mm_yyyy,start_date_mm_yyyy,original_target_doc_mm_yyyy,revised_target_doc_mm_yyyy,original_cost_crore,revised_cost_crore,cumulative_expenditure_crore,physical_progress_percent,report_month,source_pdf_page,source_file,snapshot_date,anticipated_target_doc_mm_yyyy,anticipated_cost_crore,clean_project_id,original_cost_cr,revised_cost_cr,cumulative_expenditure_cr,physical_progress_pct,burn_rate_pct,burn_progress_gap,cost_variation_pct,time_elapsed_ratio,delay_months_actual,is_delayed,is_cost_overrun
1043,Ministry of Road Transport & Highways,Roads & Highways,Tunnel at Khambataki Ghat Section and its approaches from existing Km. 771.730 to existing Km. 782.000,National Highways Authority of India [NHAI],618512,,,Maharashtra,11/2017,,02/2019,02/2022,8.0,2025.0,907.03,816.12,December 2025,91.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618512,8.0,2025.0,907.03,100.0,44.791604938271604,-55.208395061728396,500.0,1.1,36.0,1,1
701,Ministry of Railways,Railways,Ludhiana- Killa Raipur Railway  Doubling Project,Railway,705783,,,Punjab,03/2019,,12/2022,03/2025,3.0,2026.0,237.64,238.0,December 2025,75.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,705783,3.0,2026.0,237.64,100.0,11.729516288252714,-88.27048371174729,500.0,1.1,27.0,1,1
702,Ministry of Railways,Railways,Devgarh Madariya - Nathdwara Gauge Conversion [82.54 Km] part of Marwar - Mavli Gauge Conversion [152 Km],North Western Railway [NWR],611849,,,Rajasthan,01/2023,,01/2023,06/2028,6.0,2028.0,968.92,968.92,December 2025,75.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,611849,6.0,2028.0,968.92,100.0,47.77712031558185,-52.22287968441815,500.0,1.1,65.0,1,1
703,Ministry of Railways,Railways,Maintenance cum workshop depot for Vande Bharat Sleeper Trains as per conditions under WTA 527,WPO/Patna,611929,,,Rajasthan,09/2022,,06/2023,12/2024,166.86,166.86,0.0,0.0,December 2025,75.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,611929,166.86,166.86,0.0,0.0,0.0,0.0,0.0,0.1,18.0,1,0
735,Ministry of Railways,Railways,Bhatni-Aurnihar with electrification excluding Indara-Mau,RVNL - I,705780,,,Uttar Pradesh,03/2018,,03/2017,12/2024,3.0,2026.0,2529.0,2529.46,December 2025,76.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,705780,3.0,2026.0,2529.0,100.0,124.82724580454096,24.827245804540965,500.0,1.1,93.0,1,1
704,Ministry of Railways,Railways,PUSHKAR- MERTA CITY NEW LINE,North Western Railway [NWR],616841,,,Rajasthan,02/2024,,02/2024,12/2026,799.64,799.64,75.45,6.0,December 2025,75.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,616841,799.64,799.64,75.45,6.0,9.435495973187935,3.435495973187935,0.0,0.16,34.0,1,0
706,Ministry of Railways,Railways,SADULPUR - CHURU  DOUBLING PROJECT,North Western Railway [NWR],617403,,,Rajasthan,01/2024,,01/2024,06/2026,468.64,468.64,136.58,55.0,December 2025,75.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,617403,468.64,468.64,136.58,55.0,29.143905769887336,-25.856094230112664,0.0,0.65,29.0,1,0
707,Ministry of Railways,Railways,POKHRAN - RAMDEVRA New Line,North Western Railway [NWR],617404,,,Rajasthan,04/2025,,04/2025,03/2028,189.21,189.21,0.0,0.0,December 2025,75.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,617404,189.21,189.21,0.0,0.0,0.0,0.0,0.0,0.1,35.0,1,0
708,Ministry of Railways,Railways,NATHDWARA- NATHDWARA TOWN NL,North Western Railway [NWR],617408,,,Rajasthan,03/2019,,04/2024,03/2027,166.33,166.33,89.62,5.0,December 2025,75.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,617408,166.33,166.33,89.62,5.0,53.88083929537666,48.88083929537666,0.0,0.15000000000000002,35.0,1,0
709,Ministry of Railways,Railways,Dholpur - Sirmuttra Gauge Conversion,North Central Railway,705482,,,Rajasthan,03/2022,,04/2020,02/2019,2.0,2027.0,747.0,747.0,December 2025,76.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,705482,2.0,2027.0,747.0,100.0,36.852491366551554,-63.147508633448446,500.0,1.1,0.0,0,1
710,Ministry of Railways,Railways,Gudha-Thatha Mithri Construction of Railway Track Project,North Western Railway [NWR],705752,,,Rajasthan,04/2019,,04/2019,11/2026,11.0,2026.0,819.48,967.06,December 2025,76.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,705752,11.0,2026.0,819.48,100.0,40.44817374136229,-59.55182625863771,500.0,1.1,91.0,1,1
711,Ministry of Railways,Railways,Sawai Madhopur-Jaipur Railway Line Project,North Western Railway [NWR],705912,,,Rajasthan,02/2024,,04/2023,03/2027,1203.89,1203.89,137.81,13.0,December 2025,76.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,705912,1203.89,1203.89,137.81,13.0,11.447059116696707,-1.5529408833032932,0.0,0.23,47.0,1,0
712,Ministry of Railways,Railways,Agra Fort-Bandikui Doubling Line Project,CAO/C/NCR,705919,,,Rajasthan,06/2022,,02/2021,06/2027,6.0,2027.0,1390.0,1390.0,December 2025,76.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,705919,6.0,2027.0,1390.0,100.0,68.57424765663542,-31.42575234336458,500.0,1.1,76.0,1,1
713,Ministry of Railways,Railways,Sawaimadhopur Bye Pass Line Project,North Western Railway [NWR],706866,,,Rajasthan,12/2022,,01/2023,03/2026,5.0,2027.0,304.0,304.0,December 2025,76.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,706866,5.0,2027.0,304.0,100.0,14.997533300444005,-85.002466699556,500.0,1.1,38.0,1,1
705,Ministry of Railways,Railways,AJMER- CHANDERIYA DOUBLING,North Western Railway [NWR],616843,,,Rajasthan,02/2024,,02/2024,06/2027,1634.79,1634.79,203.52,9.0,December 2025,75.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,616843,1634.79,1634.79,203.52,9.0,12.449305415374452,3.449305415374452,0.0,0.19,40.0,1,0
736,Ministry of Railways,Railways,Barabanki-Malhaur 3rd & 4th Railway Line Project,Ministry of Railways,705782,,,Uttar Pradesh,01/2019,,04/2017,03/2025,3.0,2026.0,407.0,407.0,December 2025,76.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,705782,3.0,2026.0,407.0,100.0,20.088845014807504,-79.9111549851925,500.0,1.1,95.0,1,1
737,Ministry of Railways,Railways,Rishikesh-Karnaprayag New Rail Line- 125 km,RVNL - II,705429,,,Uttarakhand,11/2016,,08/2018,12/2025,12.0,2028.0,38953.0,38953.0,December 2025,76.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,705429,12.0,2028.0,38953.0,100.0,300.0,200.0,500.0,1.1,88.0,1,1
738,Ministry of Railways,Railways,Kalinarayanpur-Krishnanagar Doubling Alongwith Krishnanagar - Chapra New Line And Naihati-Ranaghat 3rd Line.,Eastern Railway [ER] - I,400247,,,West Bengal,07/2015,,11/2005,02/2027,2.0,2027.0,1000.0,1000.0,December 2025,76.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,400247,2.0,2027.0,1000.0,100.0,49.333991119881595,-50.666008880118405,500.0,1.1,255.0,1,1
761,Ministry of Road Transport & Highways,Roads & Highways,Rehabilitation and upgradation of New NH 544DD from design Chainage Km. 56/000 to 102/20 of Kalyandrg - Molakalmuru Section,MoRTH,618194,,,Andhra Pradesh,03/2018,,08/2018,02/2020,11.0,2021.0,294.13,285.29,December 2025,78.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618194,11.0,2021.0,294.13,100.0,14.553686293913904,-85.4463137060861,500.0,1.1,18.0,1,1
762,Ministry of Road Transport & Highways,Roads & Highways,Rehabilitation and Up-gradation of Pasarlapudi to Dhindi section from Km 105/170 to Km 126/510 of NH -214 New NH -216 to two lane with paved shoulder in the state of Andhra Pradesh under NHDP-IV,MoRTH,618237,,,Andhra Pradesh,03/2017,,09/2017,09/2019,5.0,2024.0,263.45,263.45,December 2025,78.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618237,5.0,2024.0,263.45,100.0,13.016304347826086,-86.9836956521739,500.0,1.1,24.0,1,1
763,Ministry of Road Transport & Highways,Roads & Highways,Rehabilitation and Up-gradation of Thimmapuram to Gurajanapalli section from Km 26/150 to Km 41/161 of NH - 214  New NH - 216 to two lane with paved shoulder in the state of Andhra Pradesh under NHDP-IV,MoRTH,618238,,,Andhra Pradesh,08/2016,,01/2017,07/2018,12.0,2021.0,350.61,432.91,December 2025,78.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618238,12.0,2021.0,350.61,100.0,17.348342404750124,-82.65165759524987,500.0,1.1,18.0,1,1
764,Ministry of Road Transport & Highways,Roads & Highways,Construction of Paderu bypass Km 0000 to Km 13000 of 2- lane with paved shoulder on NH-516E,MoRTH,618254,,,Andhra Pradesh,03/2023,,01/2025,07/2026,244.43,244.43,2.14,3.0,December 2025,78.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618254,244.43,244.43,2.14,3.0,0.8755062799165405,-2.1244937200834597,0.0,0.13,18.0,1,0
765,Ministry of Road Transport & Highways,Roads & Highways,Two laning with paved shoulders of Lambasingi to Paderusection  of NH 516E,MoRTH,618255,,,Andhra Pradesh,04/2020,,11/2023,11/2025,361.24,358.05,77.68,23.0,December 2025,78.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618255,361.24,358.05,77.68,23.0,21.695293953358473,-1.3047060466415275,-0.883069427527405,0.33,24.0,1,0
766,Ministry of Road Transport & Highways,Roads & Highways,"Rehabilitation and Upgradation to 2-lane with paved should ders Sir, configuration of Chaprathipalem to Lambasingi section Km 165500 to Km 205000 of NH-516E in the State of Andhra Pradesh under Green National Highways Corridor Project GNHCP with the loan assistance of World Bank on EPC mode",MoRTH,618256,,,Andhra Pradesh,08/2020,,10/2022,10/2024,311.22,311.22,172.01,76.0,December 2025,78.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618256,311.22,311.22,172.01,76.0,55.26958421695263,-20.73041578304737,0.0,0.86,24.0,1,0
767,Ministry of Road Transport & Highways,Roads & Highways,Rehabilitation and Upgradation to 2-lane with paved shoulders configuration of Koyyuru to Chaprathipalem section Km 120000 to Km 165500 of NH-516E in the State of Andhra Pradesh under Green National Highways Corridor Project GNHCP with the loan assistance of World Bank on EPC mode,MoRTH,618257,,,Andhra Pradesh,08/2020,,07/2022,07/2024,6.0,2025.0,349.29,349.29,December 2025,78.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618257,6.0,2025.0,349.29,100.0,17.24888888888889,-82.75111111111111,500.0,1.1,24.0,1,1
768,Ministry of Road Transport & Highways,Roads & Highways,Two laning with paved shoulders of Gondiguda to Araku uptoBhallaguda section of NH 516E,MoRTH,618258,,,Andhra Pradesh,08/2020,,09/2021,09/2023,9.0,2024.0,296.66,289.11,December 2025,78.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618258,9.0,2024.0,296.66,100.0,14.65711462450593,-85.34288537549406,500.0,1.1,24.0,1,1
760,Ministry of Road Transport & Highways,Roads & Highways,Duttalur at NH-565 Junction to Kavali Joining on NH-16 Chainage Km. 36/400 to Km. 107/224 excluding the stretch from Km 101.880 to 105.300 67.404 Km of NH-167BG from in the State of Andhra Pradesh on EPC mode,MoRTH,618192,,,Andhra Pradesh,03/2021,,07/2022,07/2024,423.67,423.67,0.0,81.0,December 2025,77.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618192,423.67,423.67,0.0,81.0,0.0,-81.0,0.0,0.91,24.0,1,0
769,Ministry of Road Transport & Highways,Roads & Highways,Two laning with paved shoulders of Paderu to GundigudaSection  of NH 516E,MoRTH,618259,,,Andhra Pradesh,08/2020,,03/2021,03/2023,3.0,2024.0,222.61,222.61,December 2025,78.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618259,3.0,2024.0,222.61,100.0,10.998517786561266,-89.00148221343873,500.0,1.1,24.0,1,1
771,Ministry of Road Transport & Highways,Roads & Highways,Bangalore Chennai Expressway Phase-II Pkg-II from km.96.000 to Km 127.000 Baireddypalle to Bangarupalem section,National Highways Authority of India [NHAI],618475,,,Andhra Pradesh,02/2021,,06/2023,06/2025,6.0,2026.0,2548.04,2548.04,December 2025,78.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618475,6.0,2026.0,2548.04,100.0,125.7670286278381,25.7670286278381,500.0,1.1,24.0,1,1
772,Ministry of Road Transport & Highways,Roads & Highways,Bangalore Chennai Expressway Phase-II Pkg-III from km.127.000 to Km 156.000 Bangarupalem to Gudipala section,National Highways Authority of India [NHAI],618476,,,Andhra Pradesh,11/2020,,10/2022,10/2024,1407.33,1407.33,675.5,99.0,December 2025,78.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618476,1407.33,1407.33,675.5,99.0,47.998692559669735,-51.001307440330265,0.0,1.09,24.0,1,0
773,Ministry of Road Transport & Highways,Roads & Highways,Six Laning of Vijayawada Bypass from Gollapudi to Chinnakakani in Vijayawada - Gundugolanu Section from km. 30.00 to km. 47.881 Pkg-IV,National Highways Authority of India [NHAI],618527,,,Andhra Pradesh,01/2020,,07/2021,01/2024,1194.57,1757.82,683.06,97.0,December 2025,78.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618527,1194.57,1757.82,683.06,97.0,38.85835864878087,-58.14164135121913,47.15085763077928,1.07,30.0,1,1
774,Ministry of Road Transport & Highways,Roads & Highways,Renigunta - Poyya - Naidupeta km 124.60 to km 183.4 of NH 71,National Highways Authority of India [NHAI],618700,,,Andhra Pradesh,03/2020,,01/2022,01/2024,10.0,2024.0,1863.09,2510.14,December 2025,78.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618700,10.0,2024.0,1863.09,100.0,92.04990118577075,-7.95009881422925,500.0,1.1,24.0,1,1
775,Ministry of Road Transport & Highways,Roads & Highways,6L Access Controlled Greenfield Highway from Kodur Ch. 0000 to Vanavolu Ch. 24300 of [NH-544G]  Package-1,National Highways Authority of India [NHAI],618712,,,Andhra Pradesh,01/2023,,02/2024,02/2026,912.94,798.25,300.35,79.0,December 2025,78.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618712,912.94,798.25,300.35,79.0,37.62605699968682,-41.37394300031318,-12.562709488027696,0.89,24.0,1,0
776,Ministry of Road Transport & Highways,Roads & Highways,6L Access Controlled Greenfield Highway from Yerragudipadu Ch. 129000 to Audireddipalle Ch. 160000 of [NH  544G]  Package-6,National Highways Authority of India [NHAI],618713,,,Andhra Pradesh,02/2023,,02/2024,02/2026,1200.42,1019.69,178.26,24.0,December 2025,78.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618713,1200.42,1019.69,178.26,24.0,17.481783679353526,-6.518216320646474,-15.055563885973244,0.33999999999999997,24.0,1,0
777,Ministry of Road Transport & Highways,Roads & Highways,6L Access Controlled Greenfield Highway from Nallacheruvu palli Ch. 96300 to Yerragudipadu Ch. 129000 of [NH-544G]  Package-5,National Highways Authority of India [NHAI],618714,,,Andhra Pradesh,02/2022,,02/2024,02/2026,1253.26,1095.78,253.91,41.0,December 2025,78.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618714,1253.26,1095.78,253.91,41.0,23.17162204092062,-17.82837795907938,-12.56562883998532,0.51,24.0,1,0
778,Ministry of Road Transport & Highways,Roads & Highways,6L Access Controlled Greenfield Highway from Odulapalle Ch. 72000 to Nallacheruvu- palli Ch. 96300 of [NH-544G]Package-4,National Highways Authority of India [NHAI],618715,,,Andhra Pradesh,01/2023,,02/2024,02/2026,1058.9,946.1,328.59,63.0,December 2025,78.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618715,1058.9,946.1,328.59,63.0,34.73100095127364,-28.268999048726357,-10.652563981490232,0.73,24.0,1,0
770,Ministry of Road Transport & Highways,Roads & Highways,Construction of i Connecting Road from Z-Morh Tunnel to Zojila Tunnel Road Length 18.475km and ii 14.150 Km long 2-L Bi-directional single tube Zoji-la Tunnel across Zojila Pass on Sonamarg - Kargil section from Km 82 to Km 118 of NH-01 under PMDP,NHIDCL,618412,,,Andhra Pradesh,01/2018,,10/2020,09/2026,12.0,2027.0,6808.69,6808.69,December 2025,78.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618412,12.0,2027.0,6808.69,100.0,300.0,200.0,500.0,1.1,71.0,1,1
780,Ministry of Road Transport & Highways,Roads & Highways,6L Access Controlled Greenfield Highway from Vanavolu Ch. 24300 to Vankarakunta Ch. 45700 of [NH-544G]  Package-2,National Highways Authority of India [NHAI],618717,,,Andhra Pradesh,01/2023,,03/2024,03/2026,750.81,626.91,203.13,72.0,December 2025,78.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618717,750.81,626.91,203.13,72.0,32.40178015983155,-39.59821984016845,-16.502177648140005,0.82,24.0,1,0
759,Ministry of Road Transport & Highways,Roads & Highways,"Rehabilitation and upgradation of NH-167AD from Macherla to Dachepalli via Paluvai Junction, Rentachinthala, Gurazala from Km.0.000 to 43.659 to two lane with paved shoulders in the state of Andhra Pradesh job-729",MoRTH,618191,,,Andhra Pradesh,01/2022,,01/2023,01/2025,403.22,403.22,220.99,97.0,December 2025,77.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618191,403.22,403.22,220.99,97.0,54.80630921085263,-42.19369078914737,0.0,1.07,24.0,1,0
757,Ministry of Road Transport & Highways,Roads & Highways,Widening to two lane with paved shoulder of Rampachodavaram - Koyyuru section of NH 516E from Km 43700 to Km 113820  in the State of Andhra Pradesh on EPC mode Job No. 737,MoRTH,618145,,,Andhra Pradesh,03/2022,,01/2023,01/2025,568.12,568.12,289.47,92.0,December 2025,77.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,618145,568.12,568.12,289.47,92.0,50.95226360628037,-41.04773639371963,0.0,1.02,24.0,1,0
739,Ministry of Railways,Railways,Tarakeshwar-Bishnupur New Line [82.47 km],Eastern Railway [ER] - I,400273,,,West Bengal,03/2001,,02/2008,03/2019,2.0,2026.0,1189.0,1542.0,December 2025,77.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,400273,2.0,2026.0,1189.0,100.0,58.687068114511355,-41.312931885488645,500.0,1.1,133.0,1,1
740,Ministry of Railways,Railways,Dum Dum Airport-New Garia via Rajarhat-Construction of Metro Railway,RVNL - II,400277,,,West Bengal,03/2010,,10/2011,12/2025,3.0,2026.0,8964.0,8964.0,December 2025,77.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,400277,3.0,2026.0,8964.0,100.0,300.0,200.0,500.0,1.1,170.0,1,1
741,Ministry of Railways,Railways,Construction of Balurghat-Hilli new BG Line,Northeast Frontier Railway [NFR],612096,,,West Bengal,12/2010,,12/2010,03/2027,3.0,2027.0,1209.0,1181.57,December 2025,77.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,612096,3.0,2027.0,1209.0,100.0,59.64479526393686,-40.35520473606314,500.0,1.1,195.0,1,1
742,Ministry of Railways,Railways,SER Upgradation of maintenance infrastructure at Shalimar into Vande Bharat Chair Car maintenance cum workshop depot.,South Eastern Railway - JH,617345,,,West Bengal,03/2024,,12/2024,10/2026,226.87,226.87,33.7,36.0,December 2025,77.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,617345,226.87,226.87,33.7,36.0,14.854321858332966,-21.145678141667034,0.0,0.45999999999999996,22.0,1,0
743,Ministry of Railways,Railways,Joka-BBD Bag new metro project,RVNL - II,705730,,,West Bengal,03/2010,,04/2010,12/2026,12.0,2029.0,4835.0,10362.0,December 2025,77.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,705730,12.0,2029.0,4835.0,100.0,238.29472646623952,138.29472646623952,500.0,1.1,200.0,1,1
744,Ministry of Railways,Railways,Noapara-Barasat via Bimanbandar - Construction of Metro railway [18 km],"Metro Railway, Kolkata",706776,,,West Bengal,11/2010,,03/2010,08/2026,3.0,2029.0,4830.0,4830.0,December 2025,77.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,706776,3.0,2029.0,4830.0,100.0,238.04829965500244,138.04829965500244,500.0,1.1,197.0,1,1
745,Ministry of Railways,Railways,Baranagar-Barrackpore and Dakshineshwar- Construction of Metro Railway,RVNL - II,706777,,,West Bengal,03/2010,,03/2010,12/2026,12.0,2030.0,2298.0,2734.0,December 2025,77.0,FlashReport_December_2025_All_Ongoing_Projects_Structured.csv,2025-12-01,,,706777,12.0,2030.0,2298.0,100.0,113.20197044334977,13.201970443349765,500.0,1.1,201.0,1,1
